@relation trainplusliwc

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute feature8 numeric
@attribute feature9 numeric
@attribute feature10 numeric
@attribute feature11 numeric
@attribute feature12 numeric
@attribute feature13 numeric
@attribute feature14 numeric
@attribute feature15 numeric
@attribute feature16 numeric
@attribute feature17 numeric
@attribute feature18 numeric
@attribute feature19 numeric
@attribute feature20 numeric
@attribute feature21 numeric
@attribute feature22 numeric
@attribute feature23 numeric
@attribute feature24 numeric
@attribute feature25 numeric
@attribute feature26 numeric
@attribute feature27 numeric
@attribute feature28 numeric
@attribute feature29 numeric
@attribute feature30 numeric
@attribute feature31 numeric
@attribute feature32 numeric
@attribute feature33 numeric
@attribute feature34 numeric
@attribute feature35 numeric
@attribute feature36 numeric
@attribute feature37 numeric
@attribute feature38 numeric
@attribute feature39 numeric
@attribute feature40 numeric
@attribute feature41 numeric
@attribute feature42 numeric
@attribute feature43 numeric
@attribute feature44 numeric
@attribute feature45 numeric
@attribute feature46 numeric
@attribute feature47 numeric
@attribute feature48 numeric
@attribute feature49 numeric
@attribute feature50 numeric
@attribute feature51 numeric
@attribute feature52 numeric
@attribute feature53 numeric
@attribute feature54 numeric
@attribute feature55 numeric
@attribute feature56 numeric
@attribute feature57 numeric
@attribute feature58 numeric
@attribute feature59 numeric
@attribute feature60 numeric
@attribute feature61 numeric
@attribute feature62 numeric
@attribute feature63 numeric
@attribute feature64 numeric
@attribute feature65 numeric
@attribute feature66 numeric
@attribute feature67 numeric
@attribute feature68 numeric
@attribute nlinks numeric
@attribute nusermentions numeric
@attribute nhashtags numeric
@attribute nTweets numeric
@attribute age {25-34,35-49,18-24,50-XX}
@attribute gender {M,F}
@attribute extS numeric
@attribute neuS numeric
@attribute agrS numeric
@attribute consS numeric
@attribute openS numeric

@data
0.006242,0.003439,0.000515,0.003954,0.000606,0,0.003151,0.010956,0.000567,0.009858,0.002915,0.067884,0.043131,0.012752,0.01178,0.023461,0.00256,0.003447,0.010622,0.042678,0.000525,0.026567,0.00026,0.008176,0.006566,0.003542,0.016222,0.008874,0.005636,0,0.033801,0.018934,0.002489,0.002007,0.004943,0.004412,0.014323,0.026362,0.035471,0.002386,0.011502,0,0,0.0033,0,0.019386,0.047486,0.026239,0.016212,0.009028,0.006976,0.004259,0,0.00159,0.001127,0.006228,0.012642,0.011352,0.001291,0.029621,0.010859,0.012252,0.008465,0,0.002612,0.003447,0,0,77,76,23,202,25-34,F,0.5,0.1,0.1,0.1,0.1
0.031134,0.006225,0.001678,0.007903,0.010121,0.004088,0.008677,0.000434,0.000868,0.011051,0.001001,0.131251,0.070384,0.008131,0.030371,0.060867,0.005682,0.021206,0.016338,0.063041,0.008753,0.024878,0.01737,0.008476,0.032461,0.008809,0.026741,0.00627,0.013124,0.007347,0.066161,0.023425,0.020603,0.00428,0.001584,0.008535,0.028335,0.016078,0.078424,0.012875,0.015215,0.004239,0.001817,0.005238,0.007367,0.018312,0.018182,0.003959,0.004808,0.011233,0.020289,0.007119,0.00651,0,0.006661,0.004014,0.010996,0.005234,0.005762,0.041856,0.024717,0.007037,0.002772,0.008925,0.002772,0.011444,0.002463,0,12,16,8,202,18-24,M,0.1,-0.1,0.2,0,0.2
0.012504,0.006829,0.004255,0.011084,0,0,0,0.005189,0.000243,0.005829,0.00295,0.044977,0.030134,0.001156,0.00295,0.014842,0,0,0,0.05885,0,0.024779,0.001179,0.020175,0.00467,0.005189,0.044119,0.023944,0,0.020175,0.033071,0.02122,0.004255,0,0,0.004697,0.015476,0.031877,0.048394,0,0.005333,0,0,0,0,0.017589,0.055351,0.03338,0.003169,0.005848,0.011702,0.011702,0,0,0,0.003169,0,0,0,0.029832,0.025888,0.006472,0,0,0.003944,0,0,0,35,7,71,86,25-34,M,0.4,0.3,0.4,0.3,0.3
0.016511,0.001964,0.003763,0.005727,0.00237,0.005426,0.004917,0.00404,0.000528,0.012956,0.011278,0.132262,0.077043,0.007778,0.020474,0.05522,0.004426,0.018396,0.008396,0.050492,0.003311,0.02713,0.011666,0.003815,0.014173,0.005155,0.032987,0.007166,0.00926,0.010096,0.078749,0.038687,0.012631,0,0.006181,0.014918,0.040874,0.052031,0.048959,0.004018,0.039741,0.006764,0.004627,0.004343,0.006006,0.015339,0.050579,0.013301,0.01721,0.018371,0.036322,0.026733,0,0.004313,0.008456,0.014696,0.008956,0.005498,0.003458,0.045106,0.010643,0.018967,0.015075,0.016726,0,0.009374,0,0,63,138,61,202,35-49,F,0.4,0.5,0.1,0.2,0.4
0.024465,0.0086,0,0.0086,0.003806,0.005911,0.00833,0.01042,0.00136,0.007818,0.000242,0.182833,0.098389,0.020512,0.032138,0.084444,0.01584,0.03454,0.012182,0.056646,0.003055,0.00825,0.012784,0.006856,0.02389,0.012431,0.018907,0.004786,0.007349,0.006772,0.076245,0.032701,0.011313,0.002787,0.000724,0.026223,0.00625,0.034031,0.067411,0.004436,0.024158,0.00116,0,0.003609,0.003591,0.010494,0.034672,0.018782,0.002306,0.013583,0.030396,0.011017,0.007694,0.006539,0.005146,0.016553,0.01539,0.008299,0.007092,0.054369,0.016117,0.033765,0.007331,0.001534,0.008241,0.016651,0,0,18,20,7,150,18-24,F,0,-0.2,0.1,0,0.3
0.005508,0.001199,0.004066,0.005265,0.000243,0,0.001063,0.021378,0.000431,0.003599,0.004617,0.114769,0.081253,0.005993,0.029843,0.036092,0,0.00903,0.005886,0.052369,0,0.014533,0.000636,0.019643,0.008676,0.006356,0.022082,0.006027,0.016055,0,0.075249,0.035892,0.004309,0.006296,0.001126,0.015282,0.039802,0.012308,0.083001,0.012987,0.012712,0.001804,0,0.001719,0.002252,0.011082,0.074513,0.028129,0.030676,0.016251,0.041135,0.002688,0.022528,0.009569,0.00635,0.015754,0.016096,0.007024,0.009072,0.010396,0.008373,0.008373,0,0,0.002023,0.003943,0,0,6,105,2,202,18-24,M,0.1,0.4,0,0.1,0.2
0.011907,0.004455,0.00087,0.005325,0.003558,0.000928,0.005078,0.009141,0.000314,0.013037,0.009217,0.118643,0.077222,0.014525,0.016707,0.044472,0.007045,0.011134,0.013971,0.065701,0.000977,0.02376,0.009064,0.012944,0.00746,0.023996,0.024302,0.006393,0.010029,0.003955,0.053737,0.026117,0.00677,0.00479,0.004201,0.007042,0.042684,0.040337,0.066129,0.002252,0.015802,0.002115,0.002631,0.007098,0.003704,0.018901,0.059502,0.030545,0.012818,0.021312,0.029286,0.017525,0.004108,0.001653,0.006,0.018604,0.009244,0.002175,0.00707,0.040874,0.023015,0.005719,0.009506,0.005674,0.000811,0.001717,0.004347,0,6,61,61,202,25-34,F,0.2,-0.3,0.2,0.3,0.2
0.016279,0.006518,0.000379,0.006897,0.00018,0.004303,0.005103,0.01418,0.000416,0.005102,0.010829,0.102978,0.047037,0.00636,0.0098,0.055942,0.006435,0.032063,0.004263,0.056256,0,0.019903,0.008087,0.010646,0.012632,0.007654,0.022815,0.004597,0.008138,0.006567,0.047414,0.019278,0.006438,0.000668,0.005981,0.013064,0.038088,0.033327,0.094753,0.004475,0.009675,0.002169,0,0.004868,0.004965,0.035669,0.058407,0.042206,0.002512,0.012922,0.032316,0.017101,0.005236,0.002316,0.007663,0.009033,0.009246,0.003945,0.0053,0.062795,0.024141,0.016037,0.004879,0.022067,0.007011,0.016091,0,0,3,9,0,202,18-24,M,-0.1,0.2,0.1,0,0.2
0.02409,0.006395,0.002245,0.00864,0.000444,0.007582,0.003294,0.009811,0.000614,0.009049,0.007752,0.130422,0.064527,0.012698,0.009812,0.065895,0.017948,0.032116,0.013892,0.069431,0,0.02776,0.009412,0.00831,0.014872,0.006048,0.02782,0.005948,0.010785,0.007941,0.045092,0.020494,0.011718,0,0.000513,0.005906,0.036721,0.024303,0.089126,0.010572,0.020199,0.005808,0.002235,0.001846,0.007711,0.018819,0.029892,0.009337,0.00876,0.014264,0.024898,0.009155,0.012581,0.001907,0.001255,0.009414,0.023447,0.023447,0,0.092199,0.0526,0.022204,0.017902,0.004817,0.010999,0.017477,0,0,0,8,22,202,25-34,F,0,-0.2,-0.3,0.3,0.2
0.01005,0.000941,0.002068,0.003008,0.000521,0.001649,0.005138,0.009385,0.001046,0.007331,0.00477,0.136025,0.078156,0.005944,0.022457,0.054214,0.006592,0.021755,0.010551,0.080586,0.015604,0.032812,0.006677,0.009407,0.015787,0.007488,0.033037,0.011531,0.007978,0.003948,0.101363,0.047004,0.007552,0.008747,0.008317,0.021877,0.030222,0.030916,0.073572,0.002596,0.019921,0.004001,0,0.005671,0.002794,0.023987,0.080599,0.048849,0.01479,0.015483,0.023039,0.007112,0.003948,0.007534,0.006742,0.015902,0.020528,0.013956,0.006572,0.043953,0.034202,0.006096,0.007118,0.000671,0.001038,0.001535,0,0,86,35,24,202,35-49,F,0,0.3,0.5,0.4,0.2
0.020495,0.003861,0.00328,0.007141,0.003692,0.00441,0.004032,0.016587,0.00126,0.010562,0.014865,0.110304,0.0872,0.007237,0.033888,0.023103,0.001162,0.007874,0.010211,0.067376,0.007581,0.03498,0.00908,0.004604,0.016249,0.008338,0.026711,0.006919,0.017642,0,0.081722,0.041245,0.01475,0.003821,0.005108,0.010465,0.042241,0.029417,0.069796,0.004272,0.021246,0.002857,0,0.003829,0.002419,0.014537,0.073344,0.027922,0.019895,0.03371,0.026528,0.010188,0.001343,0.005971,0.009026,0.002321,0.013533,0.013533,0,0.047469,0.036185,0.010382,0.005252,0,0.006032,0.004272,0,0,85,63,35,202,35-49,M,0.2,0.1,0.3,0.3,0.1
0.008998,0.005708,0.000841,0.006549,0,0.002449,0.000681,0,0.003396,0.007989,0.003828,0.073615,0.03902,0.001152,0.022222,0.034594,0.002717,0.016807,0.00454,0.026012,0.002345,0.008648,0.005918,0.003119,0.01094,0.002023,0.021483,0.004573,0.009113,0.002017,0.056597,0.026857,0.003291,0.002627,0.001322,0.009539,0.018513,0.021392,0.064214,0.000213,0.021179,0.007145,0,0.001524,0,0.030887,0.048405,0.022375,0.015735,0.011662,0.024022,0.004666,0.007549,0.003926,0.007881,0.019426,0.003802,0.003802,0,0.036197,0.019474,0.016014,0.011387,0,0,0.00748,0,0,89,47,15,202,25-34,M,0.3,0.5,0.1,0.2,0.2
0.009583,0.002701,0.00098,0.003681,0.00136,0.002995,0.0021,0.003671,0.00211,0.011076,0.0131,0.099323,0.058734,0.007224,0.022332,0.036353,0,0.026049,0.003354,0.077127,0.005623,0.040955,0.007806,0.005436,0.020419,0.008219,0.022844,0.007419,0.011621,0,0.073462,0.051473,0.005966,0.006275,0.001887,0.002847,0.021665,0.025628,0.049117,0.003889,0.02106,0.0066,0,0.003175,0.003541,0.010906,0.099959,0.046537,0.023146,0.025228,0.021654,0.004607,0.001412,0.001597,0.014038,0.014338,0.012186,0.009922,0.002264,0.012764,0.008082,0.001553,0.001079,0,0.003467,0.019861,0,0,99,47,36,202,35-49,M,0.2,0.2,0.1,0.3,0.3
0.022153,0.003605,0.006461,0.010066,0.005145,0.002234,0.003375,0.009215,0.001327,0.007535,0.005839,0.101757,0.058649,0.012536,0.013906,0.041618,0.00115,0.016913,0.006687,0.06591,0.003152,0.03526,0.011721,0.006865,0.011279,0.011545,0.023975,0.009713,0.004898,0.002954,0.069995,0.028666,0.015676,0.001024,0.005366,0.006083,0.035741,0.034261,0.05811,0.003589,0.011811,0.000779,0,0.002059,0.005765,0.008684,0.01934,0.013865,0.002433,0.003043,0.015149,0.003486,0,0.006295,0.006726,0.008376,0.008898,0.003321,0.005576,0.03069,0.014839,0.007314,0.006409,0,0.003776,0,0,0,23,262,76,202,50-XX,F,0.3,0.1,0.1,0.5,0.5
0.018157,0.009219,0.002775,0.011995,0,0.002323,0.005323,0.00642,0.000766,0.008537,0.007047,0.102814,0.052057,0.00992,0.004729,0.044576,0.012426,0.020119,0.002191,0.038753,0.00193,0.01962,0.007418,0,0.015986,0.016856,0.030252,0.007347,0.014058,0.005221,0.061523,0.022245,0.005846,0.012164,0.007482,0.011147,0.029715,0.051921,0.065388,0.002854,0.010918,0.004002,0,0.001987,0.001228,0.01517,0.029854,0.008099,0.01321,0.013117,0.02816,0.012331,0.006202,0.003952,0.005675,0.012415,0.008547,0.007184,0.001363,0.060325,0.040208,0.014917,0.007004,0.001048,0.010195,0.018758,0,0,1,27,1,202,18-24,M,-0.1,0.2,0.1,0,0.2
0.027327,0.006875,0.000951,0.007827,0.001811,0.009221,0.005395,0.003283,0.000888,0.014893,0.002722,0.101801,0.043999,0.013334,0.004745,0.057802,0.014254,0.016698,0.008192,0.048315,0.006808,0.021891,0.006513,0.010212,0.012335,0.007358,0.042801,0.010997,0.020497,0.009639,0.067417,0.030171,0.015667,0.004731,0.005692,0.004972,0.040662,0.009787,0.090384,0.002728,0.013205,0,0.002095,0.004251,0.010042,0.011405,0.016454,0.004916,0.00159,0.009948,0.035206,0.002144,0.000971,0.005049,0.027041,0.002429,0.007871,0.005476,0.002395,0.050636,0.030415,0.005978,0.010706,0.004639,0.000989,0,0,0,19,21,1,202,18-24,F,0.1,-0.1,-0.1,0.1,0.1
0.022854,0.004946,0.002294,0.00724,0.002545,0.00772,0.002014,0.006996,0.001147,0.011779,0.000657,0.125707,0.081022,0.009148,0.015714,0.042018,0.002126,0.011538,0.003924,0.071392,0.006507,0.020227,0.011137,0.017217,0.012818,0.007947,0.018963,0.002926,0.008054,0.006224,0.077101,0.028533,0.016406,0,0.004903,0.018968,0.045307,0.041344,0.064902,0.004056,0.011808,0.003825,0,0.003534,0.002978,0.017857,0.036868,0.014475,0.009381,0.016375,0.031847,0.004687,0.006809,0.010626,0.009726,0.016085,0.005522,0.005522,0,0.040044,0.033162,0.012442,0.001809,0.001005,0,0.008544,0,0,26,256,56,202,50-XX,F,0.3,0.1,0.1,0.5,0.5
0.02437,0.006189,0.001088,0.007277,0.005106,0.006892,0.013753,0.014547,0.000162,0.006541,0.003815,0.087544,0.049087,0.013717,0.012871,0.038457,0.003753,0.019408,0.007006,0.064799,0.005566,0.027604,0.0171,0.004879,0.01591,0.011228,0.027922,0.002293,0.021294,0.000995,0.081619,0.036712,0.015773,0.002378,0.006659,0.015418,0.035261,0.040848,0.103512,0.004564,0.020704,0.002665,0.001988,0.002269,0.00241,0.036786,0.042482,0.022309,0.009028,0.010236,0.020639,0.011844,0.004824,0.001453,0.003347,0.006428,0.011427,0.01058,0.000847,0.062164,0.027689,0.009479,0.007791,0.008297,0.016239,0.003771,0,0,9,39,12,202,18-24,F,0.2,0.2,0.4,0.4,0.5
0.008896,0.002114,0.000396,0.00251,0.00095,0.0041,0.005562,0.005017,0.002523,0.007154,0.008737,0.094391,0.048037,0.000121,0.021828,0.040753,0,0.027748,0,0.062373,0.011917,0.030265,0.003734,0.003535,0.010737,0.007302,0.01966,0.009554,0.006352,0.002792,0.041986,0.021667,0.006132,0,0.001743,0.002989,0.018484,0.019252,0.059794,0.003124,0.02956,0.001397,0,0.000478,0.001859,0.011961,0.106304,0.077304,0.010227,0.019533,0.044504,0.003621,0.008122,0.002244,0.032761,0.015563,0.004455,0.003172,0.001283,0.038737,0.034708,0.01282,0.003205,0,0.000824,0.018605,0.002106,0,98,5,5,202,35-49,M,0.2,0.2,0.1,0.3,0.3
0.029759,0.011398,0.000507,0.011905,0.005006,0.005808,0.006447,0.003368,0.000627,0.01501,0.002694,0.095874,0.0474,0.004606,0.010292,0.048474,0.003228,0.014595,0.011671,0.051875,0,0.022743,0.014071,0.008684,0.018558,0.012882,0.024194,0.004477,0.012766,0.006951,0.05746,0.024749,0.014181,0.002522,0.001336,0.012194,0.031675,0.023222,0.073668,0.004134,0.023051,0.002557,0.001532,0.006086,0.002626,0.015275,0.017413,0,0.006567,0.011283,0.006121,0.002384,0.003035,0,0.000702,0.006841,0.006074,0.004542,0.001532,0.041693,0.025347,0.011359,0.001687,0.008842,0,0.002294,0.007567,0,2,6,6,202,18-24,F,0.2,0.3,0.3,0.2,0.3
0.014649,0.001525,0.00096,0.002485,0.001513,0.008097,0.003023,0.002749,0.0013,0.020683,0.028472,0.109193,0.075155,0.00308,0.013789,0.028933,0,0.013658,0.009888,0.073243,0.022888,0.028697,0.003208,0.009994,0.012558,0.007806,0.01147,0.008135,0.003335,0,0.082113,0.035463,0.012643,0.006233,0.001584,0.012737,0.05277,0.019669,0.06175,0.003861,0.025078,0.003394,0.002301,0.009919,0.00315,0.017428,0.13045,0.050039,0.055273,0.032379,0.02247,0.013348,0.006382,0.00274,0,0.019657,0.005973,0.005973,0,0.032766,0.024492,0.010156,0,0.013284,0.004076,0.001638,0,0,72,64,272,202,25-34,M,-0.1,0.2,0.1,0.2,0.3
0.030244,0.007848,0.004037,0.011885,0.001732,0.013256,0.00336,0.004607,0.000299,0.016552,0.002561,0.099667,0.06873,0.005719,0.026146,0.02967,0.008267,0.006907,0.00768,0.041734,0.00389,0.01308,0.005637,0.007537,0.0068,0.012547,0.022362,0.00552,0.010044,0.002613,0.083928,0.031566,0.021169,0.007498,0.005183,0.011077,0.020606,0.020232,0.056002,0.018437,0.016764,0.004051,0.005195,0.001437,0.003548,0.012759,0.012869,0.002633,0.002681,0.007554,0.023577,0.00917,0.005156,0.006593,0.003701,0.00518,0.008374,0.004636,0.003738,0.030368,0.007923,0.005771,0.015347,0.004068,0.002316,0.001544,0,0,24,119,7,202,18-24,M,0.3,0.3,0.2,0.1,0.2
0.012294,0.00181,0.001511,0.003321,0.00583,0,0.001524,0.001054,0.002713,0.016446,0.005731,0.097634,0.043626,0.00943,0.020098,0.052093,0.00256,0.009386,0.011384,0.032088,0.002148,0.007463,0.003159,0.004906,0.008638,0.011427,0.023732,0.004426,0.003636,0.006527,0.058413,0.010597,0.010146,0.010978,0.002073,0.015431,0.04777,0.022563,0.058848,0.001097,0.01568,0.000797,0.001679,0.004109,0.006605,0.019901,0.037276,0.019406,0.012078,0.009771,0.044446,0.012672,0.003353,0.013724,0.014697,0.006469,0.018013,0.010882,0.00713,0.069599,0.030655,0.025305,0.017477,0.008433,0,0.010121,0,0,80,40,72,202,25-34,M,0.1,0.4,0.1,0,0.4
0.020346,0.003652,0.002203,0.005855,0.002259,0.002183,0.010713,0.005837,0.001924,0.008735,0.008155,0.141946,0.077463,0.016139,0.028493,0.063656,0.006607,0.016833,0.017583,0.074414,0.006096,0.024833,0.009595,0.013377,0.029791,0.015072,0.035438,0.007746,0.017369,0.009009,0.08515,0.037353,0.014481,0.005548,0,0.017456,0.042583,0.034754,0.086324,0.004759,0.028853,0.004864,0.001109,0.005058,0.002475,0.014505,0.03572,0.007278,0.010627,0.02099,0.018855,0.005828,0.002039,0.006278,0.004709,0.017547,0.006985,0.004301,0.002683,0.050549,0.029192,0.012867,0.009548,0.004678,0.006805,0.001369,0,0,9,12,4,202,25-34,M,0.2,0.4,0.2,0,0.2
0.025117,0.004538,0.001295,0.005833,0.001303,0.014326,0.006253,0.004026,0.000754,0.011534,0.005803,0.083138,0.054487,0.00772,0.008089,0.027452,0.003202,0.010301,0.007578,0.052644,0.003925,0.020851,0.00649,0.003716,0.007119,0.013215,0.033003,0.00836,0.015624,0.006847,0.074891,0.024995,0.018947,0.004088,0.006249,0.015589,0.039405,0.046963,0.062348,0.003342,0.01019,0.003072,0.001591,0.004175,0.004421,0.015562,0.040992,0.010443,0.015148,0.019397,0.012335,0.005876,0.003987,0.002472,0,0.020988,0.013738,0.006865,0.006873,0.064649,0.045833,0.026628,0.008464,0.00397,0.000809,0.014251,0,0,20,40,1,202,18-24,M,0.1,0.2,0.3,0.1,0.2
0.009935,0.003764,0.000401,0.004166,0.001848,0.001734,0.002894,0.011492,0.000346,0.011665,0.007195,0.120349,0.069086,0.009762,0.015525,0.051264,0.00654,0.018709,0.008314,0.098315,0.017469,0.038136,0.004121,0.005835,0.028909,0.023922,0.034532,0.015569,0.015896,0.003067,0.067502,0.048709,0.004775,0.002552,0.000359,0.005323,0.035477,0.044386,0.082732,0.005382,0.018501,0.000618,0.005104,0.0062,0.003328,0.015124,0.086071,0.048153,0.028879,0.015804,0.024147,0.00521,0,0.006141,0.013714,0.014918,0.007772,0.003373,0.0044,0.028557,0.022715,0.007018,0.005576,0.002227,0,0.0022,0.003988,0,25,94,39,202,50-XX,M,0.1,0.1,0.1,0.1,0.1
0.029645,0.010923,0.003724,0.014648,0.004803,0.006415,0.017925,0.001771,0.000403,0.018184,0.003684,0.130361,0.061737,0.013907,0.015827,0.069076,0.004674,0.030268,0.014698,0.060277,0.002424,0.02465,0.006039,0.012082,0.008106,0.008119,0.022742,0.009829,0.008361,0.004552,0.071608,0.018992,0.017259,0.00712,0.002255,0.022572,0.032441,0.026829,0.091996,0.002705,0.013574,0,0,0.00061,0.012367,0.013659,0.026613,0.008975,0.002854,0.016563,0.002838,0.001163,0.00086,0,0.000815,0.006001,0.015932,0.005122,0.01081,0.036254,0.020242,0.020747,0.003232,0.002122,0,0.022437,0,0,12,66,1,202,18-24,F,0.5,0.3,0,0.1,0.3
0.014314,0.002032,0.001361,0.003393,0.004441,0.002335,0.003992,0.001208,0.001318,0.005743,0.009218,0.09178,0.060998,0.008234,0.021424,0.028097,0.005584,0.015553,0.005049,0.050109,0.005645,0.016848,0.007289,0.00602,0.006489,0.003439,0.017618,0.009643,0.006909,0,0.054287,0.022726,0.009819,0,0.005505,0.009847,0.028143,0.011336,0.061307,0.004678,0.006989,0.002373,0.002105,0.004571,0.004035,0.02132,0.070928,0.029148,0.023882,0.01953,0.022307,0.001157,0,0.014743,0.006407,0.028926,0.002592,0.000382,0.002211,0.027692,0.007617,0.010856,0.011189,0,0.003436,0.004593,0,0,93,36,28,202,35-49,M,-0.1,-0.1,0.1,0.1,0.1
0.028782,0.001647,0.021806,0.023453,0.001144,0.002287,0.000903,0.006843,0.002426,0.012369,0.005737,0.13288,0.083958,0.018735,0.018847,0.044959,0.009163,0.005483,0.008036,0.075678,0.008251,0.031618,0.001308,0.010442,0.013176,0.007966,0.026322,0.008367,0.017458,0.000498,0.098765,0.048336,0.025866,0.002449,0,0.003445,0.06725,0.037763,0.06549,0.002509,0.021157,0.001866,0.001349,0.001667,0.000769,0.010089,0.046052,0.022663,0.012961,0.010427,0.054136,0.008471,0.002932,0.006972,0.035761,0.027951,0.022067,0.013688,0.008379,0.038756,0.030158,0.011894,0,0.004277,0,0,0.001931,0,125,161,62,202,25-34,F,0.1,-0.1,0.1,0.3,0.5
0.023536,0.009722,0.004225,0.013947,0.001322,0.002966,0.0077,0.00906,0.000303,0.019483,0.00106,0.112043,0.061529,0.0201,0.021665,0.050514,0.017799,0.010291,0.010744,0.057961,0.003656,0.022372,0.016991,0.005001,0.020875,0.01129,0.036971,0.011382,0.015365,0.002744,0.075645,0.027146,0.012132,0.006451,0.013816,0.010308,0.0309,0.022684,0.083947,0.009168,0.016258,0.000972,0,0.003943,0.001841,0.032783,0.014157,0.007672,0.00188,0.006485,0.028224,0.014842,0.005139,0.001168,0.007075,0.00468,0.020004,0.016881,0.003122,0.047733,0.011805,0.016659,0.007884,0.010629,0.008287,0.006244,0,0,6,13,8,202,18-24,F,0.1,-0.1,-0.1,0.1,0.1
0.023122,0.003024,0.004006,0.00703,0.002575,0.004021,0.01277,0.012905,0.000559,0.00948,0.002957,0.104664,0.0712,0.00817,0.018472,0.033464,0.005033,0.016409,0.004834,0.067814,0.015011,0.024797,0.012419,0.004173,0.024791,0.026799,0.027101,0.015264,0.005649,0.002171,0.052513,0.012703,0.01459,0.001269,0.002881,0.020469,0.022482,0.015608,0.058697,0.00365,0.022401,0.002022,0,0.004215,0.00526,0.018171,0.030557,0.009127,0.010285,0.016938,0.014083,0.002076,0,0.000635,0.011372,0.005064,0.010287,0.010287,0,0.032268,0.015775,0.006315,0.006771,0.007059,0.004663,0,0,0,12,126,2,202,25-34,F,0.2,0,0,0.3,0.4
